"cue","lemma","n"
"lens","concave",2
"lens","concentrate",1
"lens","contact",2
"lens","convex",2
"lens","cornea",1
"lens","correct",2
"lens","cover",2
"lens","curve",4
"lens","devise",1
"lens","disc",1
"lens","disperse",1
"lens","distort",1
"lens","easy",1
"lens","even",1
"lens","eye",4
"lens","eyeglass",1
"lens","eyepiece",1
"lens","filter",1
"lens","focus",4
"lens","glass",26
"lens","help",1
"lens","image",1
"lens","implement",1
"lens","large",1
"lens","layer",1
"lens","lens",3
"lens","let",1
"lens","light",5
"lens","like",1
"lens","magnify",3
"lens","magnifying",1
"lens","maintain",1
"lens","make",3
"lens","material",1
"lens","meniscus",1
"lens","microscope",1
"lens","monocle",1
"lens","null",1
"lens","object",1
"lens","optic",2
"lens","optics",1
"lens","part",5
"lens","picture",1
"lens","piece",5
"lens","plastic",2
"lens","potentially",1
"lens","problem",1
"lens","protection",1
"lens","ray",2
"lens","reflector",1
"lens","replacement",1
"lens","see",6
"lens","side",1
"lens","singly",1
"lens","small",1
"lens","something",5
"lens","spectacles",1
"lens","substance",1
"lens","telescope",2
"lens","thing",1
"lens","thru",1
"lens","transparent",3
"lens","trifocal",1
"lens","use",9
"lens","view",2
"lens","vision",3
"lens","way",1
"lens","window",1
"level","ability",1
"level","academic",1
"level","achievement",1
"level","advancement",1
"level","air",2
"level","also",2
"level","angle",1
"level","another",1
"level","architect",1
"level","architecture",1
"level","area",1
"level","balance",6
"level","balanced",2
"level","ball",1
"level","begin",1
"level","bottom",1
"level","box",1
"level","bubble",12
"level","build",4
"level","building",6
"level","can",12
"level","capacity",1
"level","carpenter",1
"level","certain",2
"level","computer",1
"level","construction",9
"level","contain",1
"level","deal",1
"level","decor",1
"level","decrease",1
"level","different",7
"level","edge",2
"level","either",1
"level","elevator",2
"level","end",1
"level","equal",1
"level","even",5
"level","evenly",1
"level","fair",1
"level","find",4
"level","fitness",1
"level","flat",10
"level","floor",5
"level","game",14
"level","garage",1
"level","get",5
"level","go",1
"level","goal",1
"level","grade",1
"level","gradually",2
"level","green",2
"level","ground",2
"level","guide",1
"level","handheld",1
"level","harder",1
"level","hardware",1
"level","heavy",1
"level","height",1
"level","high",3
"level","higher",1
"level","hole",1
"level","home",1
"level","house",1
"level","hs",1
"level","increase",1
"level","increment",3
"level","indicate",1
"level","inside",3
"level","interpret",1
"level","keep",1
"level","laser",1
"level","length",1
"level","level",14
"level","leveling",1
"level","levelness",1
"level","line",3
"level","liquid",4
"level","little",1
"level","long",5
"level","low",2
"level","m",1
"level","make",8
"level","man",2
"level","many",4
"level","mark",1
"level","maximum",1
"level","mean",1
"level","meaning",2
"level","measure",4
"level","measurement",3
"level","measuring",1
"level","metal",6
"level","middle",1
"level","minimum",1
"level","mission",1
"level","move",1
"level","much",1
"level","must",1
"level","neon",1
"level","new",1
"level","next",2
"level","noun",1
"level","null",1
"level","number",1
"level","numeral based",1
"level","obstacle",1
"level","often",2
"level","one",3
"level","overcome",1
"level","parallel",2
"level","part",1
"level","passable",1
"level","perfect",1
"level","perpendicular",2
"level","physical",1
"level","place",2
"level","placement",2
"level","plastic",2
"level","positive",1
"level","progress",2
"level","project",1
"level","proportion",1
"level","put",1
"level","quantity",1
"level","re",1
"level","reading",1
"level","record",1
"level","rectangular",2
"level","requirement",1
"level","reward",1
"level","rise",1
"level","round",1
"level","ruler",2
"level","s",1
"level","section",1
"level","sell",1
"level","separate",1
"level","separated",1
"level","set",1
"level","shape",1
"level","shop",1
"level","something",2
"level","square",1
"level","stage",3
"level","stair",2
"level","step",2
"level","stick",1
"level","store",1
"level","straight",5
"level","strong",1
"level","sure",2
"level","surface",6
"level","take",3
"level","tell",1
"level","test",1
"level","thing",9
"level","three",3
"level","time",2
"level","tool",12
"level","top",1
"level","two",2
"level","type",3
"level","unfair",1
"level","use",23
"level","usually",1
"level","v",1
"level","video",5
"level","water",2
"level","wood",1
"level","woodworking",2
"level","word",1
"level","worker",1
"level","workshop",1
"level","yellow",1
"lion","2 4",1
"lion","across",1
"lion","africa",24
"lion","african",1
"lion","agile",1
"lion","air",1
"lion","alp",1
"lion","alpha",2
"lion","amine",2
"lion","animal",44
"lion","aphelion",1
"lion","area",1
"lion","around",2
"lion","asia",1
"lion","attack",1
"lion","attraction",1
"lion","baby",1
"lion","bag",1
"lion","bear",2
"lion","beast",2
"lion","beautiful",4
"lion","beige",1
"lion","big",20
"lion","bravery",1
"lion","bring",1
"lion","brown",4
"lion","call",4
"lion","can",6
"lion","cant",1
"lion","captivity",1
"lion","care",2
"lion","carnivore",9
"lion","carnivorous",4
"lion","carry",2
"lion","cat",28
"lion","cave",1
"lion","chain",3
"lion","chase",1
"lion","christian",1
"lion","circus",3
"lion","claw",3
"lion","coat",2
"lion","color",4
"lion","come",1
"lion","constellation",1
"lion","contain",1
"lion","country",1
"lion","courage",2
"lion","courageous",1
"lion","cowardly",1
"lion","cub",4
"lion","dangerous",5
"lion","day",1
"lion","deadly",4
"lion","delta",1
"lion","den",1
"lion","denial",1
"lion","detroit",1
"lion","documentary",1
"lion","dominant",1
"lion","don",1
"lion","eat",12
"lion","eater",1
"lion","eats",1
"lion","either",1
"lion","endanger",1
"lion","excellent",1
"lion","face",2
"lion","family",3
"lion","famous",1
"lion","farce",1
"lion","fast",5
"lion","fear",1
"lion","feline",7
"lion","female",9
"lion","ferocious",6
"lion","fierce",3
"lion","file",1
"lion","find",12
"lion","fluffy",1
"lion","font",1
"lion","food",5
"lion","forest",1
"lion","forrest",1
"lion","four",4
"lion","fur",10
"lion","furry",12
"lion","gazelle",1
"lion","geographic",1
"lion","gold",1
"lion","golden",3
"lion","graceful",2
"lion","great",2
"lion","group",3
"lion","growl",3
"lion","hair",6
"lion","hairy",1
"lion","head",1
"lion","hie",1
"lion","home",1
"lion","hour",1
"lion","huge",3
"lion","human",1
"lion","hungry",1
"lion","hunt",6
"lion","hunter",6
"lion","hunting",1
"lion","icon",1
"lion","intimidate",1
"lion","item",2
"lion","jungle",26
"lion","kill",1
"lion","kind",1
"lion","king",37
"lion","kingdom",1
"lion","kitty",1
"lion","land",4
"lion","large",19
"lion","lauren",1
"lion","leaper",1
"lion","leg",4
"lion","life",16
"lion","like",1
"lion","linden",1
"lion","lion",20
"lion","lioness",2
"lion","live",19
"lion","long",3
"lion","lot",1
"lion","loud",2
"lion","loudly",1
"lion","magic",1
"lion","main",1
"lion","mainly",1
"lion","majestic",1
"lion","male",14
"lion","mama",1
"lion","mammal",9
"lion","man eating",1
"lion","man hunter",1
"lion","mane",28
"lion","manes",2
"lion","many",3
"lion","mean",2
"lion","meat",6
"lion","mighty",1
"lion","mouth",1
"lion","movie",1
"lion","muff",1
"lion","na",1
"lion","national",1
"lion","native",2
"lion","normally",1
"lion","null",1
"lion","often",1
"lion","oh",1
"lion","one",2
"lion","orange",1
"lion","outdoors",1
"lion","oz",1
"lion","part",1
"lion","paw",3
"lion","perceptive",1
"lion","performer",1
"lion","pi",1
"lion","pointy",1
"lion","poof",1
"lion","poop",1
"lion","port",1
"lion","powerful",3
"lion","predator",12
"lion","predatory",1
"lion","prey",4
"lion","pride",11
"lion","quick",1
"lion","refer",1
"lion","ride",1
"lion","roar",9
"lion","royal",1
"lion","ruler",1
"lion","run",2
"lion","s",2
"lion","safari",1
"lion","samba",3
"lion","savanna",3
"lion","savannah",4
"lion","scary",6
"lion","second",1
"lion","sharp",9
"lion","show",1
"lion","sign",1
"lion","sleep",2
"lion","sneaky",1
"lion","social",1
"lion","soft",1
"lion","someone",1
"lion","sometimes",1
"lion","southern",1
"lion","stalk",1
"lion","strength",2
"lion","strong",6
"lion","subject",1
"lion","suitcase",2
"lion","symbol",2
"lion","t",1
"lion","tackle",1
"lion","tail",7
"lion","take",2
"lion","tame",2
"lion","tan",4
"lion","tan colored",1
"lion","tiger",2
"lion","tonight",1
"lion","tooth",14
"lion","top",3
"lion","travel",1
"lion","traveler",1
"lion","twenty three",1
"lion","use",3
"lion","usually",3
"lion","vicious",1
"lion","walk",3
"lion","weak",1
"lion","whisker",2
"lion","widower",2
"lion","wild",8
"lion","wizard",1
"lion","wood",2
"lion","yellow",8
"lion","yellowish",4
"lion","young",1
"lion","zebra",3
"lion","zoo",16
"listen","absorb",1
"listen","absorbing",1
"listen","acknowledge",2
"listen","act",1
"listen","action",4
"listen","actively",2
"listen","actually",1
"listen","advice",4
"listen","alert",1
"listen","also",1
"listen","always",1
"listen","another",1
"listen","appreciate",1
"listen","around",1
"listen","attention",18
"listen","attentive",3
"listen","audience",1
"listen","auditory",3
"listen","back",1
"listen","bad",1
"listen","brain",1
"listen","calm",1
"listen","can",3
"listen","care",1
"listen","certain",1
"listen","class",2
"listen","clearly",1
"listen","close",2
"listen","closely",1
"listen","comfort",1
"listen","comforting",1
"listen","command",1
"listen","communication",1
"listen","comprehend",5
"listen","concentrate",2
"listen","consider",2
"listen","contact",1
"listen","contemplate",1
"listen","conversation",2
"listen","cooking",1
"listen","deaf",2
"listen","decision",1
"listen","demand",1
"listen","different",1
"listen","difficult",1
"listen","direction",1
"listen","disable",1
"listen","doesn",1
"listen","drum",1
"listen","ear",25
"listen","else",1
"listen","empathetic",1
"listen","empathize",1
"listen","engage",1
"listen","essential",1
"listen","everyday",1
"listen","everything",1
"listen","expect",1
"listen","eye",2
"listen","family",1
"listen","feed",1
"listen","five",1
"listen","focus",2
"listen","food",1
"listen","friend",2
"listen","fully",1
"listen","generally",1
"listen","give",1
"listen","go",1
"listen","good",5
"listen","grade",1
"listen","hand",1
"listen","handicap",1
"listen","happen",1
"listen","hard",1
"listen","hear",36
"listen","hearing",7
"listen","help",2
"listen","incoming",1
"listen","information",8
"listen","interest",1
"listen","know",1
"listen","lean",1
"listen","learn",3
"listen","learning",2
"listen","lecture",3
"listen","life",1
"listen","like",1
"listen","listen",7
"listen","listening",2
"listen","loud",1
"listen","make",1
"listen","may",1
"listen","mean",1
"listen","member",1
"listen","mouth",1
"listen","much",1
"listen","music",14
"listen","negative",1
"listen","noise",2
"listen","note",2
"listen","null",1
"listen","obey",1
"listen","observe",1
"listen","one",2
"listen","opinionated",1
"listen","part",3
"listen","patience",1
"listen","pay",16
"listen","people",8
"listen","perception",1
"listen","perfect",1
"listen","person",1
"listen","pitch",1
"listen","poetry",1
"listen","polite",2
"listen","positive",1
"listen","possible",1
"listen","prepare",1
"listen","process",4
"listen","public",1
"listen","quiet",4
"listen","reaction",1
"listen","receive",1
"listen","register",1
"listen","remember",1
"listen","respect",1
"listen","respond",2
"listen","s",1
"listen","say",6
"listen","selective",1
"listen","sense",3
"listen","show",3
"listen","side",1
"listen","silence",1
"listen","someone",8
"listen","someones",1
"listen","something",10
"listen","sometimes",1
"listen","sound",9
"listen","speak",2
"listen","speaking",1
"listen","speech",1
"listen","stay",1
"listen","stimulus",1
"listen","stop",1
"listen","story",1
"listen","student",2
"listen","subject",1
"listen","t",1
"listen","take",2
"listen","talk",8
"listen","teacher",2
"listen","teaching",1
"listen","television",1
"listen","tell",1
"listen","therapist",1
"listen","thing",1
"listen","thoughtful",1
"listen","time",2
"listen","towards",1
"listen","translate",1
"listen","try",1
"listen","tv",1
"listen","understand",5
"listen","understanding",2
"listen","use",10
"listen","usually",1
"listen","verb",1
"listen","voice",4
"listen","volume",1
"listen","watch",1
"listen","whatever",1
"listen","whats",1
"listen","whether",1
"listen","word",2
"look","ability",1
"look","accessory",1
"look","action",1
"look","admire",1
"look","advantageous",1
"look","appearance",5
"look","around",2
"look","attention",1
"look","book",1
"look","brain",1
"look","can",1
"look","car",1
"look","characteristic",1
"look","close",1
"look","clothes",1
"look","color",1
"look","communication",1
"look","conceit",1
"look","current",1
"look","dark",1
"look","direct",1
"look","direction",1
"look","distinguish",1
"look","door",2
"look","dorm",1
"look","dress",1
"look","emotion",1
"look","emotional",1
"look","expression",5
"look","eye",23
"look","eyesight",1
"look","face",2
"look","facial",3
"look","fashion",1
"look","feel",1
"look","five",1
"look","gaze",3
"look","glance",5
"look","glare",2
"look","glass",3
"look","good",1
"look","head",1
"look","healthy",1
"look","hear",1
"look","house",1
"look","indicate",1
"look","inspection",1
"look","interpret",1
"look","judge",1
"look","landscape",1
"look","light",1
"look","like",1
"look","look",2
"look","make",1
"look","makeup",1
"look","movement",1
"look","notice",1
"look","null",1
"look","observe",4
"look","obtain",1
"look","occur",1
"look","one",2
"look","peer",1
"look","people",2
"look","perceive",1
"look","pretty",1
"look","project",1
"look","quick",1
"look","rather",1
"look","require",1
"look","respond",1
"look","room",1
"look","s",1
"look","see",21
"look","seeing",1
"look","seek",1
"look","sense",3
"look","shade",1
"look","sight",7
"look","sneak",1
"look","someone",2
"look","someones",1
"look","something",2
"look","sometimes",2
"look","speculate",1
"look","stare",3
"look","study",1
"look","style",1
"look","superficial",1
"look","surroundings",1
"look","take",2
"look","thing",1
"look","towards",1
"look","turn",1
"look","ugly",1
"look","understand",1
"look","universally",1
"look","use",3
"look","variable",1
"look","verb",1
"look","viewing",1
"look","vision",2
"look","visual",2
"look","visually",1
"look","watch",3
"look","way",2
"look","window",1
"look","witness",1
"look","world",1
"lose","able",3
"lose","achieve",2
"lose","also",2
"lose","always",1
"lose","angry",1
"lose","anymore",2
"lose","associate",1
"lose","bad",5
"lose","beat",1
"lose","beaten",1
"lose","bet",1
"lose","black",2
"lose","break",1
"lose","bring",1
"lose","bummer",1
"lose","can",10
"lose","cant",3
"lose","car",1
"lose","careless",2
"lose","child",1
"lose","come",3
"lose","competition",3
"lose","competitor",2
"lose","consume",1
"lose","contest",1
"lose","cruse",1
"lose","cry",2
"lose","defeat",6
"lose","depress",1
"lose","depression",2
"lose","deprive",1
"lose","deprived",1
"lose","didn",2
"lose","diet",1
"lose","disappoint",1
"lose","disappointed",1
"lose","disappointing",1
"lose","doesn",1
"lose","dog",1
"lose","don",1
"lose","effort",1
"lose","emotion",1
"lose","emotional",1
"lose","emptiness",1
"lose","enough",2
"lose","etc",1
"lose","expend",1
"lose","face",1
"lose","fail",9
"lose","failure",3
"lose","family",3
"lose","feel",1
"lose","feeling",3
"lose","filer",1
"lose","find",10
"lose","finish",1
"lose","first",8
"lose","friend",1
"lose","game",6
"lose","get",1
"lose","give",2
"lose","go",3
"lose","goal",4
"lose","good",4
"lose","grief",1
"lose","happen",3
"lose","identify",1
"lose","inadequacy",1
"lose","incomplete",1
"lose","incorrect",1
"lose","individual",1
"lose","inside",1
"lose","item",1
"lose","jail",1
"lose","joyous",1
"lose","key",2
"lose","last",7
"lose","leak",1
"lose","leave",1
"lose","let",1
"lose","life",1
"lose","longer",2
"lose","loose",1
"lose","lose",14
"lose","loser",7
"lose","losing",1
"lose","loss",1
"lose","lost",1
"lose","love",2
"lose","mad",2
"lose","mask",1
"lose","mean",1
"lose","means",1
"lose","member",1
"lose","mind",1
"lose","misplace",12
"lose","miss",3
"lose","money",1
"lose","motivation",1
"lose","need",1
"lose","negative",1
"lose","noun",1
"lose","null",1
"lose","number",1
"lose","object",2
"lose","occasion",1
"lose","one",3
"lose","opposite",10
"lose","outcome",3
"lose","part",1
"lose","people",2
"lose","person",3
"lose","personal",1
"lose","pissed",1
"lose","place",3
"lose","possession",2
"lose","practice",1
"lose","produce",1
"lose","race",2
"lose","refer",2
"lose","regret",1
"lose","regretful",1
"lose","remorse",1
"lose","royal",1
"lose","sad",2
"lose","sadden",1
"lose","sadness",1
"lose","say",1
"lose","score",1
"lose","self",1
"lose","sense",1
"lose","set",1
"lose","someone",3
"lose","something",29
"lose","sore",1
"lose","sour",1
"lose","spirit",1
"lose","state",1
"lose","steal",1
"lose","surrender",2
"lose","t",7
"lose","take",1
"lose","team",2
"lose","tie",1
"lose","towards",1
"lose","unable",1
"lose","unattainable",1
"lose","unfinished",1
"lose","unlike",1
"lose","unsatisfy",1
"lose","unsuccessful",1
"lose","upset",2
"lose","upsetting",1
"lose","use",2
"lose","usually",2
"lose","valuable",2
"lose","victory",1
"lose","want",1
"lose","waste",1
"lose","wear",2
"lose","weight",5
"lose","whether",1
"lose","win",29
"lose","winner",4
"lose","without",1
"lose","woman",2
"lose","work",1
"lunch","00",1
"lunch","1",1
"lunch","100pm",1
"lunch","12",2
"lunch","12am",1
"lunch","2any",1
"lunch","3",1
"lunch","accord",1
"lunch","afternoon",1
"lunch","among",1
"lunch","appetizing",1
"lunch","around",2
"lunch","away",1
"lunch","beverage",1
"lunch","box",1
"lunch","bread",2
"lunch","break",4
"lunch","breakfast",12
"lunch","brunch",1
"lunch","buffet",1
"lunch","busy",1
"lunch","can",1
"lunch","chapatti",1
"lunch","chip",1
"lunch","co worker",1
"lunch","coffee",1
"lunch","cold",1
"lunch","culture",1
"lunch","dairy",2
"lunch","day",7
"lunch","diet",1
"lunch","dinner",15
"lunch","dish",1
"lunch","eastern",1
"lunch","eat",27
